	user_id	exercise	problem_type	problem_number	topic_mode	suggested	review_mode	time_done	time_taken	time_taken_attempts	correct	count_attempts	hint_used	count_hints	hint_time_taken_list	earned_proficiency	points_earned
10612941	247569	divisibility_0.5	multiple	43	True	False	False	1403317376404490	7	7	True	1	False	0		False	195
23576397	247569	divisibility_0.5	multiple	44	True	False	False	1403317462511940	55	55	True	1	False	0		False	195
1413897	247569	divisibility_0.5	multiple	45	True	False	False	1403317469026060	5	5	True	1	False	0		False	195
18790196	247569	divisibility_0.5	factor	46	True	False	False	1403317537873970	77	71&2&4	False	3	False	0		False	0
14286081	247569	divisibility_0.5	factor	47	True	False	False	1403317567010740	22	22	True	1	False	0		False	195
5015804	247569	divisibility_0.5	multiple	48	True	False	False	1403317588326540	8	8	True	1	False	0		False	195
19204802	247569	divisibility_0.5	multiple	49	True	False	False	1403317594721390	10	5&5	False	2	False	0		False	0
746925	247569	divisibility_0.5	factor	50	True	False	False	1403317605749170	10	5&0&5	False	3	False	0		False	0
19429491	247569	divisibility_0.5	factor	51	True	False	False	1403317628064530	19	16&3	False	2	False	0		False	0
24514589	247569	divisibility_0.5	factor	52	True	False	False	1403317637516050	5	5	True	1	False	0		False	195
14868804	247569	divisibility_0.5	multiple	53	True	False	False	1403317643045110	5	5	True	1	False	0		False	195
4041678	247569	divisibility_0.5	multiple	54	True	False	False	1403317648466930	5	5	True	1	False	0		False	195
22582606	247569	divisibility_0.5	multiple	55	True	False	False	1403317663376980	4	4	True	1	False	0		False	195
4447061	247569	divisibility_0.5	factor	56	True	False	False	1403318249883510	590	580&0&2&0&3&5	False	6	False	0		False	0
9041689	247569	divisibility_0.5	factor	57	True	False	False	1403318267166000	5	5	True	1	False	0		False	195
867574	247569	divisibility_0.5	multiple	58	True	False	False	1403318273039770	4	4	True	1	False	0		False	195
2985158	247569	divisibility_0.5	multiple	59	True	False	False	1403318277993780	4	4	True	1	False	0		False	195
8344139	247569	divisibility_0.5	factor	60	True	False	False	1403318287580760	9	9	True	1	False	0		False	195
788478	247569	divisibility_0.5	factor	61	True	False	False	1403318303566700	9	5&0&4	False	3	False	0		False	0
7694334	247569	divisibility_0.5	factor	62	True	False	False	1403318313868300	22	5&0&8&0&9	False	5	False	0		False	0
3738281	247569	divisibility_0.5	multiple	63	True	False	False	1403318388936890	56	56	True	1	False	0		False	195
20703725	247569	divisibility_0.5	multiple	64	True	False	False	1403318411838370	23	16&2&3&2	False	4	False	0		False	0
14932543	247569	divisibility_0.5	multiple	65	True	False	False	1403318508460960	87	87	True	1	False	0		False	195
7021279	247569	divisibility_0.5	factor	66	True	False	False	1403318582704310	73	73	True	1	False	0		False	195
5653985	247569	divisibility_0.5	factor	67	True	False	False	1403318608163490	15	15	True	1	False	0		False	195
11151679	247569	divisibility_0.5	multiple	68	True	False	False	1403318616618770	11	7&1&3	False	3	False	0		False	0
20020726	247569	divisibility_0.5	multiple	69	True	False	False	1403318679389190	58	58	True	1	False	0		False	195
14734701	247569	divisibility_0.5	factor	70	True	False	False	1403318687488020	16	7&0&9	False	3	False	0		False	0
21293596	247569	divisibility_0.5	factor	71	True	False	False	1403318702659150	5	5	True	1	False	0		False	195
16634739	247569	divisibility_0.5	factor	72	True	False	False	1403318717437720	8	8	True	1	False	0		False	195
16652158	247569	divisibility_0.5	multiple	73	True	False	False	1403318733609220	15	15	True	1	False	0		False	195
14581516	247569	divisibility_0.5	multiple	74	True	False	False	1403318745021270	15	10&0&3&2	False	4	False	0		False	0
15983795	247569	divisibility_0.5	multiple	75	True	False	False	1403318774052790	22	22	True	1	False	0		False	195
10573541	247569	divisibility_0.5	factor	76	True	False	False	1403318779766140	7	5&2	False	2	False	0		False	0
24119077	247569	divisibility_0.5	factor	77	True	False	False	1403318786753180	3	3	True	1	False	0		False	195
7567578	247569	divisibility_0.5	multiple	78	True	False	False	1403318792113100	4	4	True	1	False	0		False	195
812376	247569	divisibility_0.5	multiple	79	True	False	False	1403318797271850	4	4	True	1	False	0		False	195
5298167	247569	divisibility_0.5	factor	80	True	False	False	1403318811978420	4	4	True	1	False	0		False	195
12257121	247569	divisibility_0.5	factor	81	True	False	False	1403318818973530	6	6	True	1	False	0		False	195
20318870	247569	divisibility_0.5	factor	82	True	False	False	1403318833106530	5	5	True	1	False	0		False	195
24087419	247569	divisibility_0.5	multiple	83	True	False	False	1403318839869600	6	6	True	1	False	0		False	195
21080571	247569	divisibility_0.5	multiple	84	True	False	False	1403318850174640	9	9	True	1	False	0		False	180
3203248	247569	divisibility_0.5	multiple	85	True	False	False	1403318857594920	6	6	True	1	False	0		False	165
2089062	247569	divisibility_0.5	factor	86	True	False	False	1403318867178910	13	9&4	False	2	False	0		False	0
15819331	247569	divisibility_0.5	factor	87	True	False	False	1403318881069890	9	9	True	1	False	0		False	150
15123607	247569	divisibility_0.5	multiple	88	True	False	False	1403318885648420	6	4&0&2	False	3	False	0		False	0
13899237	247569	divisibility_0.5	multiple	89	True	False	False	1403318894967520	6	6	True	1	False	0		False	150
8904397	247569	divisibility_0.5	factor	90	True	False	False	1403606219179170	310	302&4&4	False	3	False	0		False	0
7995967	247569	divisibility_0.5	factor	91	True	False	False	1403606237956990	9	9	True	1	False	0		False	150
5544458	247569	divisibility_0.5	factor	92	True	False	False	1403606244274220	6	6	True	1	False	0		False	150
17310778	247569	divisibility_0.5	multiple	93	True	False	False	1403606255411090	10	10	True	1	False	0		False	150
12676841	247569	divisibility_0.5	multiple	94	True	False	False	1403606266111410	9	9	True	1	False	0		False	150
4339754	247569	divisibility_0.5	multiple	95	True	False	False	1403606273746930	7	7	True	1	False	0		False	150
11390037	247569	divisibility_0.5	factor	96	True	False	False	1403606281137910	9	6&3	False	2	False	0		False	0
21894826	247569	divisibility_0.5	factor	97	True	False	False	1403606287808930	2	2	True	1	False	0		False	150
7948352	247569	divisibility_0.5	multiple	98	True	False	False	1403606303076410	4	4	True	1	False	0		False	150
12856642	247569	divisibility_0.5	multiple	99	True	False	False	1403606313236000	9	9	True	1	False	0		False	150
12560653	247569	divisibility_0.5	factor	100	True	False	False	1403606322534540	8	8	True	1	False	0		False	150
12107391	247569	divisibility_0.5	factor	101	True	False	False	1403606342993450	19	19	True	1	False	0		False	150
12802925	247569	divisibility_0.5	factor	102	True	False	False	1403606362022170	4	4	True	1	False	0		False	150
14428664	247569	divisibility_0.5	multiple	103	True	False	False	1403606826451070	463	463	True	1	False	0		False	150
5269543	247569	divisibility_0.5	multiple	104	True	False	False	1403606842690650	15	15	True	1	False	0		False	150
25665983	247569	divisibility_0.5	multiple	105	True	False	False	1403606850968410	7	7	True	1	False	0		False	150
6481447	247569	divisibility_0.5	factor	106	True	False	False	1403606862864860	5	5	True	1	False	0		False	150
16826750	247569	divisibility_0.5	factor	107	True	False	False	1403606875198150	169	10&159	False	2	False	0		False	0
15817768	247569	divisibility_0.5	multiple	108	True	False	False	1403607043181800	7	7	True	1	False	0		False	135
24231957	247569	divisibility_0.5	multiple	109	True	False	False	1403607051798190	7	7	True	1	False	0		False	135
11429765	247569	divisibility_0.5	factor	110	True	False	False	1403607063632450	13	11&0&2	False	3	False	0		False	0
5393894	247569	divisibility_0.5	factor	111	True	False	False	1403607082345700	6	6	True	1	False	0		False	135
25174173	247569	divisibility_0.5	factor	112	True	False	False	1403607093899860	24	10&4&3&4&3	False	5	False	0		False	0
15039786	247569	divisibility_0.5	multiple	113	True	False	False	1403607119161490	9	9	True	1	False	0		False	135
12664478	247569	divisibility_0.5	multiple	114	True	False	False	1403607290864800	8	6&2	False	2	False	0		False	0
13931080	247569	divisibility_0.5	multiple	115	True	False	False	1403607337577890	46	44&0&2	False	3	False	0		False	0
16182744	247569	divisibility_0.5	factor	116	True	False	False	1403607354828230	13	4&3&0&3&3	False	5	False	0		False	0
1189193	247569	divisibility_0.5	factor	117	True	False	False	1403607370550710	5	5	True	1	False	0		False	135
22289313	247569	divisibility_0.5	multiple	118	True	False	False	1403607375240080	3	3	True	1	False	0		False	135
4681145	247569	divisibility_0.5	multiple	119	True	False	False	1403607385529130	23	9&14	False	2	False	0		False	0
3047887	247569	divisibility_0.5	factor	120	True	False	False	1403607405276930	4	4	True	1	False	0		False	135
2366228	247569	divisibility_0.5	factor	121	True	False	False	1403607412075360	9	6&3	False	2	False	0		False	0
17687476	247569	divisibility_0.5	factor	122	True	False	False	1403607425561810	4	4	True	1	False	0		False	135
15957095	247569	divisibility_0.5	multiple	123	True	False	False	1403607430458860	4	4	True	1	False	0		False	135
319957	247569	divisibility_0.5	multiple	124	True	False	False	1403607435373550	4	4	True	1	False	0		False	135
25522938	247569	divisibility_0.5	multiple	125	True	False	False	1403607453728330	27	18&5&0&2&0&2	False	6	False	0		False	0
20880993	247569	divisibility_0.5	factor	126	True	False	False	1403607497282920	38	4&34	False	2	False	0		False	0
25383738	247569	divisibility_0.5	factor	127	True	False	False	1403607554909780	21	21	True	1	False	0		False	135
1058221	247569	divisibility_0.5	multiple	128	True	False	False	1403610132419180	64	64	True	1	False	0		False	135
24905076	247569	divisibility_0.5	multiple	129	True	False	False	1403610323778440	15	15	True	1	False	0		False	135
8765162	247569	divisibility_0.5	factor	130	True	False	False	1403610449664150	4	4	True	1	False	0		False	135
19472182	247569	divisibility_0.5	factor	131	True	False	False	1403610478022840	28	28	True	1	False	0		False	135
20645194	247569	divisibility_0.5	factor	132	True	False	False	1403610484196280	5	5	True	1	False	0		False	135
2047972	247569	divisibility_0.5	multiple	133	True	False	False	1403610524565760	9	9	True	1	False	0		False	135
11758606	247569	divisibility_0.5	multiple	134	True	False	False	1403610613849890	88	88	True	1	False	0		False	135
7613827	247569	divisibility_0.5	multiple	135	True	False	False	1403610771523140	158	156&2	False	2	False	0		False	0
17443514	247569	divisibility_0.5	factor	136	True	False	False	1403610780801890	11	6&0&2&3	False	4	False	0		False	0
20251174	247569	divisibility_0.5	factor	137	True	False	False	1403610848641290	62	60&2	False	2	False	0		False	0
10347828	247569	divisibility_0.5	multiple	138	True	False	False	1403611085874130	231	226&2&3	False	3	False	0		False	0
21525693	247569	divisibility_0.5	multiple	139	True	False	False	1403611097577830	5	5	True	1	False	0		False	135
22563578	247569	divisibility_0.5	factor	140	True	False	False	1403611161601410	62	62	True	1	False	0		False	135
2426074	247569	divisibility_0.5	factor	141	True	False	False	1403611171436800	9	5&4	False	2	False	0		False	0
2933220	247569	divisibility_0.5	factor	142	True	False	False	1403611189977390	13	13	True	1	False	0		False	135
15468872	247569	divisibility_0.5	multiple	143	True	False	False	1403611221918870	31	31	True	1	False	0		False	135
12323275	247569	divisibility_0.5	multiple	144	True	False	False	1403611256960930	34	34	True	1	False	0		False	135
9789935	247569	divisibility_0.5	multiple	145	True	False	False	1403611326478580	71	68&3	False	2	False	0		False	0
17665559	247569	divisibility_0.5	factor	146	True	False	False	1403777817138590	164	164	True	1	False	0		False	135
21102642	247569	divisibility_0.5	factor	147	True	False	False	1403777824490970	11	6&5	False	2	False	0		False	0
10798533	247569	divisibility_0.5	multiple	148	True	False	False	1403777844962400	14	14	True	1	False	0		False	135
6970815	247569	divisibility_0.5	multiple	149	True	False	False	1403778154408110	330	308&5&1&7&6&3	False	6	False	0		False	0
16864759	247569	divisibility_0.5	factor	150	True	False	False	1403778180788640	3	3	True	1	False	0		False	5
23927843	247569	divisibility_0.5	factor	151	True	False	False	1403778293225150	117	112&5	False	2	False	0		False	0
5768308	247569	divisibility_0.5	factor	152	True	False	False	1403778309866130	15	10&2&3	False	3	False	0		False	0
12776143	247569	divisibility_0.5	multiple	153	True	False	False	1403778321877590	6	6	True	1	False	0		False	5
4428350	247569	divisibility_0.5	multiple	154	True	False	False	1403778773233120	218	218	True	1	False	0		False	5
25800771	247569	divisibility_0.5	multiple	155	True	False	False	1403779013997250	242	239&0&3	False	3	False	0		False	0
21337475	247569	divisibility_0.5	factor	156	True	False	False	1403779181528240	175	163&1&2&7&2	False	5	False	0		False	0
12541588	247569	divisibility_0.5	factor	157	True	False	False	1403779228346920	37	33&4	False	2	False	0		False	0
1001834	247569	divisibility_0.5	multiple	158	True	False	False	1403779276738640	53	43&3&7	False	3	False	0		False	0
11428133	247569	divisibility_0.5	multiple	159	True	False	False	1403779346803770	59	59	True	1	False	0		False	5
17354712	247569	divisibility_0.5	factor	160	True	False	False	1403779496953890	149	149	True	1	False	0		False	5
20488944	247569	divisibility_0.5	factor	161	True	False	False	1403779502832290	5	5	True	1	False	0		False	5
9989447	247569	divisibility_0.5	factor	162	True	False	False	1403779959269730	466	444&22	False	2	False	0		False	0
14327497	247569	divisibility_0.5	multiple	163	True	False	False	1403779986773020	7	4&0&3	False	3	False	0		False	0
9850260	247569	divisibility_0.5	multiple	164	True	False	False	1403779996360740	6	6	True	1	False	0		False	5
12233414	247569	divisibility_0.5	multiple	165	True	False	False	1403780059357030	3	3	True	1	False	0		False	5
2757417	247569	divisibility_0.5	factor	166	True	False	False	1403780077155270	16	16	True	1	False	0		False	5
3536548	247569	divisibility_0.5	factor	167	True	False	False	1403780084925970	16	6&3&0&5&2	False	5	False	0		False	0
3575729	247569	divisibility_0.5	multiple	168	True	False	False	1403780107916330	14	12&0&2	False	3	False	0		False	0
10491659	247569	divisibility_0.5	multiple	169	True	False	False	1403780114917510	4	4	True	1	False	0		False	5
1261668	247569	divisibility_0.5	factor	170	True	False	False	1403780147966950	7	4&3	False	2	False	0		False	0
6592400	247569	divisibility_0.5	factor	171	True	False	False	1403780160793050	10	7&3	False	2	False	0		False	0
460107	247569	divisibility_0.5	factor	172	True	False	False	1403780168120150	8	3&0&5	False	3	False	0		False	0
23658239	247569	divisibility_0.5	multiple	173	True	False	False	1403780180827700	6	6	True	1	False	0		False	5
13579242	247569	divisibility_0.5	multiple	174	True	False	False	1403780186691340	5	5	True	1	False	0		False	5
556595	247569	divisibility_0.5	multiple	175	True	False	False	1403780202063950	5	5	True	1	False	0		False	5
18787065	247569	divisibility_0.5	factor	176	True	False	False	1403780211717440	12	8&2&0&2	False	4	False	0		False	0
17054036	247569	divisibility_0.5	factor	177	True	False	False	1403780234625290	5	5	True	1	False	0		False	5
1878344	247569	divisibility_0.5	multiple	178	True	False	False	1403780244496360	4	4	True	1	False	0		False	5
18199692	247569	divisibility_0.5	multiple	179	True	False	False	1403780247885380	3	3	True	1	False	0		False	5
22558909	247569	divisibility_0.5	factor	180	True	False	False	1403780252753010	4	4	True	1	False	0		False	5
7850208	247569	divisibility_0.5	factor	181	True	False	False	1403780260102410	24	6&0&4&2&8&0&4	False	7	False	0		False	0
25238759	247569	divisibility_0.5	factor	182	True	False	False	1403780286917990	8	8	True	1	False	0		False	5
25669129	247569	divisibility_0.5	multiple	183	True	False	False	1403780471693310	184	184	True	1	False	0		False	5
25810210	247569	divisibility_0.5	multiple	184	True	False	False	1403780478882960	6	6	True	1	False	0		False	5
10573540	247569	divisibility_0.5	multiple	185	True	False	False	1403780484935410	3	3	True	1	False	0		False	5
19633477	247569	divisibility_0.5	factor	186	True	False	False	1403780506099980	93	14&0&3&68&4&4&0	False	7	False	0		False	0
18220272	247569	divisibility_0.5	factor	187	True	False	False	1404127275886080	9	9	True	1	False	0		False	5
23512990	247569	divisibility_0.5	multiple	188	True	False	False	1404127299196070	22	22	True	1	False	0		False	5
20004892	247569	divisibility_0.5	multiple	189	True	False	False	1404127333501320	34	34	True	1	False	0		False	5
3757206	247569	divisibility_0.5	factor	190	True	False	False	1404127831355580	488	488	True	1	False	0		False	5
5025167	247569	divisibility_0.5	factor	191	True	False	False	1404127837729770	5	5	True	1	False	0		False	5
10646167	247569	divisibility_0.5	factor	192	True	False	False	1404127843566710	9	5&0&4	False	3	False	0		False	0
6980372	247569	divisibility_0.5	multiple	193	True	False	False	1404127852560240	4	4	True	1	False	0		False	5
18217183	247569	divisibility_0.5	multiple	194	True	False	False	1404212493022050	11	11	True	1	False	0		False	5
1304805	247569	divisibility_0.5	multiple	195	True	False	False	1404212550610870	60	57&0&3	False	3	False	0		False	0
9805438	247569	divisibility_0.5	factor	196	True	False	False	1404212593303810	17	14&0&3	False	3	False	0		False	0
10568817	247569	divisibility_0.5	factor	197	True	False	False	1404212609537780	15	11&0&4	False	3	False	0		False	0
22389088	247569	divisibility_0.5	multiple	198	True	False	False	1404212619578940	4	4	True	1	False	0		False	5
4622729	247569	divisibility_0.5	multiple	199	True	False	False	1404212638582640	20	18&0&2	False	3	False	0		False	0
1580093	247569	divisibility_0.5	factor	200	True	False	False	1404212651935820	3	3	True	1	False	0		False	5
6338602	247569	divisibility_0.5	factor	201	True	False	False	1404212655826740	3	3	True	1	False	0		False	5
