	user_id	exercise	problem_type	problem_number	topic_mode	suggested	review_mode	time_done	time_taken	time_taken_attempts	correct	count_attempts	hint_used	count_hints	hint_time_taken_list	earned_proficiency	points_earned
25779982	945	number_line_3	0	74	True	False	False	1400806947086290	7	7	True	1	False	0		False	195
7810637	945	number_line_3	0	75	True	False	False	1400806957827530	10	4&6	False	2	False	0		False	0
5042484	945	number_line_3	0	76	True	False	False	1400806976604880	14	11&3	False	2	False	0		False	0
20493357	945	number_line_3	0	77	True	False	False	1400806987627380	17	7&10	False	2	True	5	5&5&5&5&5	False	0
1247170	945	number_line_3	0	78	True	False	False	1400807006528660	8	8	False	1	False	0		False	0
10289155	945	number_line_3	0	79	True	False	False	1400807027587510	11	5&6	False	2	False	0		False	0
14579740	945	number_line_3	0	80	True	False	False	1400807043705270	12	9&3	False	2	False	0		False	0
9883291	945	number_line_3	0	81	True	False	False	1400807054750950	6	6	True	1	False	0		False	195
21544259	945	number_line_3	0	82	True	False	False	1400807061391260	18	5&9&4	False	3	False	0		False	0
6949990	945	number_line_3	0	83	True	False	False	1400807096934710	20	14&6	False	2	True	5	2&2&2&2&2	False	0
12389545	945	number_line_3	0	84	True	False	False	1400807109572350	25	6&9&3&7	False	4	True	5	2&2&3&3&3	False	0
9479291	945	number_line_3	0	85	True	False	False	1400807146249500	14	12&2	False	2	False	0		False	0
25740425	945	number_line_3	0	86	True	False	False	1400807156868390	18	7&4&7	False	3	True	5	3&3&3&3&4	False	0
15229361	945	number_line_3	0	87	True	False	False	1400807179101980	9	9	True	1	False	0		False	195
84573	945	number_line_3	0	88	True	False	False	1400807191199000	15	10&5	False	2	True	5	2&2&2&2&3	False	0
17897706	945	number_line_3	0	89	True	False	False	1400807215642580	5	5	True	1	False	0		False	195
18911360	945	number_line_3	0	90	True	False	False	1400807223284700	6	6	True	1	False	0		False	195
13781430	945	number_line_3	0	91	True	False	False	1400807239169670	22	8&6&8	False	3	True	5	1&1&2&2&3	False	0
19561793	945	number_line_3	0	92	True	False	False	1400807262793520	8	8	True	1	False	0		False	195
5353616	945	number_line_3	0	93	True	False	False	1400807277256520	19	14&5	False	2	False	0		False	0
15468617	945	number_line_3	0	94	True	False	False	1400807290821670	7	7	True	1	False	0		False	195
23683063	945	number_line_3	0	95	True	False	False	1400807298110410	6	6	True	1	False	0		False	195
4555854	945	number_line_3	0	96	True	False	False	1400807306278020	7	7	True	1	False	0		False	195
13937135	945	number_line_3	0	97	True	False	False	1400807311020820	6	3&3	False	2	False	0		False	0
20258890	945	number_line_3	0	98	True	False	False	1400807321883610	6	6	True	1	False	0		False	195
12549337	945	number_line_3	0	99	True	False	False	1400807334863030	6	6	True	1	False	0		False	195
5941392	945	number_line_3	0	100	True	False	False	1400807342294310	13	6&2&5	False	3	False	0		False	0
8699818	945	number_line_3	0	101	True	False	False	1400807361287260	11	11	True	1	False	0		False	195
4295390	945	number_line_3	0	102	True	False	False	1400807370240240	7	7	True	1	False	0		False	195
4460983	945	number_line_3	0	103	True	False	False	1400807377873120	6	6	True	1	False	0		False	195
17945264	945	number_line_3	0	104	True	False	False	1400807383878300	16	5&7&4	False	3	False	0		False	0
13046111	945	number_line_3	0	105	True	False	False	1400807399486490	3	3	True	1	False	0		False	195
21414917	945	number_line_3	0	106	True	False	False	1400807405522540	12	5&3&4	False	3	False	0		False	0
1741045	945	number_line_3	0	107	True	False	False	1400807426129940	8	6&2	False	2	False	0		False	0
24898592	945	number_line_3	0	108	True	False	False	1400807431525920	5	3&2	False	2	False	0		False	0
5799522	945	number_line_3	0	109	True	False	False	1400807439296120	5	5	True	1	False	0		False	195
15052125	945	number_line_3	0	110	True	False	False	1400807449547810	9	9	True	1	False	0		False	195
17827910	945	number_line_3	0	111	True	False	False	1400807458157350	17	7&4&6	False	3	False	0		False	0
17228146	945	number_line_3	0	112	True	False	False	1400807475960410	24	7&15&2	False	3	False	0		False	0
8342373	945	number_line_3	0	113	True	False	False	1400807502550800	8	8	True	1	False	0		False	195
20284067	945	number_line_3	0	114	True	False	False	1400807517155940	13	13	True	1	False	0		False	195
3665158	945	number_line_3	0	115	True	False	False	1400807528932550	9	5&4	False	2	False	0		False	0
25901208	945	number_line_3	0	116	True	False	False	1400807541327810	9	7&2	False	2	False	0		False	0
6009900	945	number_line_3	0	117	True	False	False	1400807549044180	4	4	True	1	False	0		False	195
23889479	945	number_line_3	0	118	True	False	False	1400807556675280	6	6	True	1	False	0		False	195
7021033	945	number_line_3	0	119	True	False	False	1400807564748490	7	7	True	1	False	0		False	195
17509501	945	number_line_3	0	120	True	False	False	1400807572697320	7	7	True	1	False	0		False	195
3030284	945	number_line_3	0	121	True	False	False	1400807578895160	5	5	True	1	False	0		False	195
89388	945	number_line_3	0	122	True	False	False	1400807585853120	8	6&2	False	2	False	0		False	0
8473188	945	number_line_3	0	123	True	False	False	1400807600898880	6	6	True	1	False	0		False	195
20032988	945	number_line_3	0	124	True	False	False	1400807607797890	9	6&3	False	2	False	0		False	0
7127934	945	number_line_3	0	125	True	False	False	1400807617828750	6	6	True	1	False	0		False	195
8444922	945	number_line_3	0	126	True	False	False	1400807631419720	15	12&3	False	2	False	0		False	0
5746284	945	number_line_3	0	127	True	False	False	1400807641368320	5	5	True	1	False	0		False	195
18807074	945	number_line_3	0	128	True	False	False	1400807647658750	8	5&3	False	2	False	0		False	0
17259782	945	number_line_3	0	129	True	False	False	1400807657205320	8	5&3	False	2	False	0		False	0
18901755	945	number_line_3	0	130	True	False	False	1400807669547680	8	8	True	1	False	0		False	195
2298222	945	number_line_3	0	131	True	False	False	1400807683805540	8	8	True	1	False	0		False	195
14185641	945	number_line_3	0	132	True	False	False	1400807690511670	6	6	True	1	False	0		False	195
13861012	945	number_line_3	0	133	True	False	False	1400807699091220	10	7&3	False	2	False	0		False	0
20142391	945	number_line_3	0	134	True	False	False	1400807708088970	25	5&5&8&7	False	4	True	5	2&3&3&3&3	False	0
9799067	945	number_line_3	0	135	True	False	False	1400807731997580	3	3	True	1	False	0		False	195
20257278	945	number_line_3	0	136	True	False	False	1400807738732890	8	5&3	False	2	False	0		False	0
7621455	945	number_line_3	0	137	True	False	False	1400807747263940	6	4&2	False	2	False	0		False	0
7080863	945	number_line_3	0	138	True	False	False	1400807759098520	15	8&2&5	False	3	True	5	2&2&2&2&2	False	0
2432020	945	number_line_3	0	139	True	False	False	1400807777488460	4	4	True	1	False	0		False	195
9362527	945	number_line_3	0	140	True	False	False	1400807785055290	10	6&4	False	2	False	0		False	0
16171308	945	number_line_3	0	141	True	False	False	1400807796497440	6	6	True	1	False	0		False	195
23482811	945	number_line_3	0	142	True	False	False	1400807804714850	7	7	True	1	False	0		False	195
20022053	945	number_line_3	0	143	True	False	False	1400807816414150	10	10	True	1	False	0		False	195
17050625	945	number_line_3	0	144	True	False	False	1400807822390270	9	4&5	False	2	False	0		False	0
16365367	945	number_line_3	0	145	True	False	False	1400807833215490	5	5	True	1	False	0		False	195
12321383	945	number_line_3	0	146	True	False	False	1400807841782870	7	7	True	1	False	0		False	195
930682	945	number_line_3	0	147	True	False	False	1400807853952400	6	6	True	1	False	0		False	195
15618947	945	number_line_3	0	148	True	False	False	1400807864306320	7	5&2	False	2	False	0		False	0
3366821	945	number_line_3	0	149	True	False	False	1400807871617820	6	4&2	False	2	False	0		False	0
21808997	945	number_line_3	0	150	True	False	False	1400807880599000	6	6	True	1	False	0		False	5
8443345	945	number_line_3	0	151	True	False	False	1400807887649330	6	6	True	1	False	0		False	5
7809028	945	number_line_3	0	152	True	False	False	1400807898449500	9	9	True	1	False	0		False	5
3504556	945	number_line_3	0	153	True	False	False	1400807906655560	7	7	True	1	False	0		False	5
23588779	945	number_line_3	0	154	True	False	False	1400807914282480	6	6	True	1	False	0		False	5
11968642	945	number_line_3	0	155	True	False	False	1400807919696650	10	4&6	False	2	False	0		False	0
954292	945	number_line_3	0	156	True	False	False	1400807940652700	7	7	True	1	False	0		False	5
1105325	945	number_line_3	0	157	True	False	False	1400807946926850	13	5&8	False	2	False	0		False	0
19742441	945	number_line_3	0	158	True	False	False	1400807961578450	6	6	True	1	False	0		False	5
14775317	945	number_line_3	0	159	True	False	False	1400807968605640	9	6&3	False	2	False	0		False	0
13697737	945	number_line_3	0	160	True	False	False	1400828886485190	34	34	True	1	False	0		False	5
15349791	945	number_line_3	0	161	True	False	False	1400828894421870	8	6&2	False	2	False	0		False	0
17775846	945	number_line_3	0	162	True	False	False	1400828905335360	10	7&3	False	2	False	0		False	0
23844945	945	number_line_3	0	163	True	False	False	1400828914650250	8	5&3	False	2	False	0		False	0
17512609	945	number_line_3	0	164	True	False	False	1400828966926510	6	6	True	1	False	0		False	5
3738013	945	number_line_3	0	165	True	False	False	1400828974849210	6	6	True	1	False	0		False	5
19987462	945	number_line_3	0	166	True	False	False	1400828981293480	7	4&3	False	2	False	0		False	0
2038270	945	number_line_3	0	167	True	False	False	1400828997593730	11	11	True	1	False	0		False	5
14136338	945	number_line_3	0	168	True	False	False	1400829004161440	8	5&3	False	2	False	0		False	0
22384151	945	number_line_3	0	169	True	False	False	1400829039402480	12	10&2	False	2	False	0		False	0
16858172	945	number_line_3	0	170	True	False	False	1400829046326740	6	3&3	False	2	False	0		False	0
18212147	945	number_line_3	0	171	True	False	False	1400829056616530	20	5&6&9	False	3	True	5	3&3&3&4&4	False	0
22659825	945	number_line_3	0	172	True	False	False	1400829086588640	8	8	True	1	False	0		False	5
5701722	945	number_line_3	0	173	True	False	False	1400829096591510	10	6&4	False	2	False	0		False	0
4249722	945	number_line_3	0	174	True	False	False	1400829106089010	9	6&3	False	2	False	0		False	0
1638281	945	number_line_3	0	175	True	False	False	1400829115433230	8	5&3	False	2	False	0		False	0
10091524	945	number_line_3	0	176	True	False	False	1400829160531660	10	10	True	1	False	0		False	5
23731053	945	number_line_3	0	177	True	False	False	1400829171035970	9	9	True	1	False	0		False	5
6929642	945	number_line_3	0	178	True	False	False	1400829180848690	5	5	True	1	False	0		False	5
14459646	945	number_line_3	0	179	True	False	False	1400829188718700	13	9&4	False	2	False	0		False	0
2640394	945	number_line_3	0	180	True	False	False	1400829246996660	6	6	True	1	False	0		False	5
16384227	945	number_line_3	0	181	True	False	False	1400829330669590	5	5	True	1	False	0		False	5
19180882	945	number_line_3	0	182	True	False	False	1400829331790610	11	6&5	False	2	False	0		False	0
4107786	945	number_line_3	0	183	True	False	False	1400829333376510	12	5&7	False	2	False	0		False	0
4744129	945	number_line_3	0	184	True	False	False	1400829335657250	7	4&3	False	2	False	0		False	0
19517772	945	number_line_3	0	185	True	False	False	1400829337222050	15	9&6	False	2	False	0		False	0
16142915	945	number_line_3	0	186	True	False	False	1400829339112740	12	9&3	False	2	False	0		False	0
15027017	945	number_line_3	0	187	True	False	False	1400829341647510	6	6	True	1	False	0		False	5
4666556	945	number_line_3	0	188	True	False	False	1400829358487120	9	9	True	1	False	0		False	5
17074240	945	number_line_3	0	189	True	False	False	1400829366118350	14	6&5&3	False	3	False	0		False	0
16385758	945	number_line_3	0	190	True	False	False	1400829384377160	8	8	True	1	False	0		False	5
11715879	945	number_line_3	0	191	True	False	False	1400829396047180	13	9&4	False	2	False	0		False	0
19826064	945	number_line_3	0	192	True	False	False	1400829409335540	12	8&4	False	2	False	0		False	0
23546003	945	number_line_3	0	193	True	False	False	1400829421550840	35	7&3&7&5&5&8	False	6	True	5	3&3&3&4&4	False	0
15862116	945	number_line_3	0	194	True	False	False	1400829473264860	8	8	True	1	False	0		False	5
16824825	945	number_line_3	0	195	True	False	False	1400829482253260	7	7	True	1	False	0		False	5
17581650	945	number_line_3	0	196	True	False	False	1400829499386690	11	11	True	1	False	0		False	5
19497462	945	number_line_3	0	197	True	False	False	1400829642389180	14	14	True	1	False	0		False	5
1563893	945	number_line_3	0	198	True	False	False	1400829649928430	9	6&3	False	2	False	0		False	0
9304173	945	number_line_3	0	199	True	False	False	1400829660694350	6	6	True	1	False	0		False	5
13262900	945	number_line_3	0	200	True	False	False	1400829666931410	4	4	True	1	False	0		False	5
13940300	945	number_line_3	0	201	True	False	False	1400829673062800	4	4	True	1	False	0		False	5
6759302	945	number_line_3	0	202	True	False	False	1400829683670390	8	8	True	1	False	0		False	5
8045790	945	number_line_3	0	203	True	False	False	1400829693777670	12	8&4	False	2	False	0		False	0
14825701	945	number_line_3	0	204	True	False	False	1400829710641970	9	5&4	False	2	False	0		False	0
17436991	945	number_line_3	0	205	True	False	False	1400829724550270	9	9	True	1	False	0		False	5
13883238	945	number_line_3	0	206	True	False	False	1400829733014690	11	7&4	False	2	False	0		False	0
14791091	945	number_line_3	0	207	True	False	False	1400829743380260	4	4	True	1	False	0		False	5
15436909	945	number_line_3	0	208	True	False	False	1400829752763020	8	8	True	1	False	0		False	5
21340387	945	number_line_3	0	209	True	False	False	1400829758351470	8	4&4	False	2	False	0		False	0
17907278	945	number_line_3	0	210	True	False	False	1400829768666930	8	5&3	False	2	False	0		False	0
5625063	945	number_line_3	0	211	True	False	False	1400829777247310	4	4	True	1	False	0		False	5
10267022	945	number_line_3	0	212	True	False	False	1400829792055940	8	8	True	1	False	0		False	5
20064799	945	number_line_3	0	213	True	False	False	1400829801940270	14	8&6	False	2	False	0		False	0
22773683	945	number_line_3	0	214	True	False	False	1400829814093440	5	5	True	1	False	0		False	5
5596634	945	number_line_3	0	215	True	False	False	1400829821669750	6	6	True	1	False	0		False	5
22376205	945	number_line_3	0	216	True	False	False	1400829830027180	7	7	True	1	False	0		False	5
24813387	945	number_line_3	0	217	True	False	False	1400829838069410	6	6	True	1	False	0		False	5
23103306	945	number_line_3	0	218	True	False	False	1400829844642090	5	5	True	1	False	0		False	5
9963612	945	number_line_3	0	219	True	False	False	1400829853011470	14	7&3&4	False	3	True	3	2&3&3	False	0
19048645	945	number_line_3	0	220	True	False	False	1400830002248190	9	9	True	1	False	0		False	5
3337088	945	number_line_3	0	221	True	False	False	1400830009944750	6	6	True	1	False	0		False	5
15484455	945	number_line_3	0	222	True	False	False	1400830017490660	9	5&4	False	2	False	0		False	0
4241843	945	number_line_3	0	223	True	False	False	1400830032322940	11	9&2	False	2	False	0		False	0
13825793	945	number_line_3	0	224	True	False	False	1400830045242000	9	9	True	1	False	0		False	5
5006121	945	number_line_3	0	225	True	False	False	1400830054483380	8	8	True	1	False	0		False	5
4389753	945	number_line_3	0	226	True	False	False	1400830063790340	8	8	True	1	False	0		False	5
21471871	945	number_line_3	0	227	True	False	False	1400830071593220	6	6	True	1	False	0		False	5
25901209	945	number_line_3	0	228	True	False	False	1400830084080130	5	5	True	1	False	0		False	5
13617481	945	number_line_3	0	229	True	False	False	1400830092395260	11	7&4	False	2	False	0		False	0
11598638	945	number_line_3	0	230	True	False	False	1400830107428670	13	9&4	False	2	False	0		False	0
20912558	945	number_line_3	0	231	True	False	False	1400830118155510	9	6&3	False	2	False	0		False	0
15644365	945	number_line_3	0	232	True	False	False	1400830128197660	5	5	True	1	False	0		False	5
13473219	945	number_line_3	0	233	True	False	False	1400830134210790	7	4&3	False	2	False	0		False	0
20477487	945	number_line_3	0	234	True	False	False	1400830142059140	6	4&2	False	2	False	0		False	0
147910	945	number_line_3	0	235	True	False	False	1400830150641420	5	5	True	1	False	0		False	5
17213950	945	number_line_3	0	236	True	False	False	1400830162675860	9	6&3	False	2	False	0		False	0
14350829	945	number_line_3	0	237	True	False	False	1400830173887260	7	7	True	1	False	0		False	5
1783595	945	number_line_3	0	238	True	False	False	1400830184181830	9	9	True	1	False	0		False	5
24137651	945	number_line_3	0	239	True	False	False	1400830193496730	12	8&4	False	2	False	0		False	0
16204688	945	number_line_3	0	240	True	False	False	1400830203166670	6	4&2	False	2	False	0		False	0
1644598	945	number_line_3	0	241	True	False	False	1400830213104310	12	6&6	False	2	False	0		False	0
13897424	945	number_line_3	0	242	True	False	False	1400830225539200	5	5	True	1	False	0		False	5
1647730	945	number_line_3	0	243	True	False	False	1400830232384740	7	5&2	False	2	False	0		False	0
21440192	945	number_line_3	0	244	True	False	False	1400830273376490	28	28	True	1	False	0		False	5
21250781	945	number_line_3	0	245	True	False	False	1400830303631420	25	25	True	1	False	0		False	5
19981388	945	number_line_3	0	246	True	False	False	1400830320498990	14	14	True	1	False	0		False	5
9783281	945	number_line_3	0	247	True	False	False	1400830338254100	16	16	True	1	False	0		False	5
6825180	945	number_line_3	0	248	True	False	False	1400830344245400	5	5	True	1	False	0		False	5
4535015	945	number_line_3	0	249	True	False	False	1400830354776290	9	9	True	1	False	0		False	5
25592387	945	number_line_3	0	250	True	False	False	1400830364669720	8	8	True	1	False	0		False	5
14444033	945	number_line_3	0	251	True	False	False	1400830371011650	5	5	True	1	False	0		False	5
10966209	945	number_line_3	0	252	True	False	False	1400830405865770	5	5	True	1	False	0		False	5
18164636	945	number_line_3	0	253	True	False	False	1400830415930360	8	8	True	1	False	0		False	5
15762889	945	number_line_3	0	254	True	False	False	1400830422789780	15	5&10	False	2	False	0		False	0
2211846	945	number_line_3	0	255	True	False	False	1400830441904680	15	7&8	False	2	False	0		False	0
8633809	945	number_line_3	0	256	True	False	False	1400830455949290	12	5&7	False	2	False	0		False	0
15660036	945	number_line_3	0	257	True	False	False	1400830471210600	11	6&5	False	2	False	0		False	0
3682599	945	number_line_3	0	258	True	False	False	1400830483601290	6	6	True	1	False	0		False	5
13637883	945	number_line_3	0	259	True	False	False	1400830490349210	5	5	True	1	False	0		False	5
10058664	945	number_line_3	0	260	True	False	False	1400830503812180	7	7	True	1	False	0		False	5
11636661	945	number_line_3	0	261	True	False	False	1400830513182620	8	8	True	1	False	0		False	5
20191121	945	number_line_3	0	262	True	False	False	1400830521824910	7	7	True	1	False	0		False	5
23711484	945	number_line_3	0	263	True	False	False	1400830528004630	5	5	True	1	False	0		False	5
18117205	945	number_line_3	0	264	True	False	False	1400830535318840	6	6	True	1	False	0		False	5
5496918	945	number_line_3	0	265	True	False	False	1400830543025480	6	6	True	1	False	0		False	5
22445640	945	number_line_3	0	266	True	False	False	1400830552278730	8	8	True	1	False	0		False	5
9625103	945	number_line_3	0	267	True	False	False	1400830558195650	5	5	True	1	False	0		False	5
19630059	945	number_line_3	0	268	True	False	False	1400830571442980	5	5	True	1	False	0		False	5
17142705	945	number_line_3	0	269	True	False	False	1400830586038010	8	8	True	1	False	0		False	5
24136055	945	number_line_3	0	270	True	False	False	1400830595532930	8	8	True	1	False	0		False	5
20747699	945	number_line_3	0	271	True	False	False	1400830605348200	8	8	True	1	False	0		False	5
16180889	945	number_line_3	0	272	True	False	False	1400830611968770	5	5	True	1	False	0		False	5
4829395	945	number_line_3	0	273	True	False	False	1400830619797600	12	6&6	False	2	False	0		False	0
3829810	945	number_line_3	0	274	True	False	False	1400830636258220	17	8&9	False	2	False	0		False	0
17289835	945	number_line_3	0	275	True	False	False	1400830653391990	7	7	True	1	False	0		False	5
6150593	945	number_line_3	0	276	True	False	False	1400830661840530	7	7	True	1	False	0		False	5
22893854	945	number_line_3	0	277	True	False	False	1400830674103940	6	6	True	1	False	0		False	5
17220227	945	number_line_3	0	278	True	False	False	1400830682120250	6	6	True	1	False	0		False	5
2211847	945	number_line_3	0	279	True	False	False	1400830689370510	6	6	True	1	False	0		False	5
17584830	945	number_line_3	0	280	True	False	False	1400830697862630	7	7	True	1	False	0		False	5
10374373	945	number_line_3	0	281	True	False	False	1400830702427000	3	3	True	1	False	0		True	5
13924466	945	number_line_3	0	282	True	False	False	1400830712120730	8	8	True	1	False	0		False	5
5071078	945	number_line_3	0	283	False	False	False	1401334892522570	16	12&4&0	False	3	False	0		False	0
16661413	945	number_line_3	0	284	False	False	False	1401334937033000	7	7	True	1	False	0		False	5
16834331	945	number_line_3	0	285	False	False	False	1401334943978400	6	6	True	1	False	0		False	5
6395673	945	number_line_3	0	286	False	False	False	1401334950727690	8	5&3	False	2	False	0		False	0
13153987	945	number_line_3	0	287	False	False	False	1401334960607690	6	6	True	1	False	0		False	5
526157	945	number_line_3	0	288	False	False	False	1401334967789980	9	6&3	False	2	False	0		False	0
9272538	945	number_line_3	0	289	False	False	False	1401334979195820	7	7	True	1	False	0		False	5
7376548	945	number_line_3	0	290	True	False	False	1401763336644160	6	6	True	1	False	0		False	5
8296709	945	number_line_3	0	291	True	False	False	1401763355556360	8	8	True	1	False	0		False	5
12111921	945	number_line_3	0	292	False	False	False	1402016434497220	7	7	True	1	False	0		False	5
3207626	945	number_line_3	0	293	False	False	False	1402016444014870	11	8&3	False	2	False	0		False	0
18411353	945	number_line_3	0	294	False	False	False	1402016455680300	9	7&2	False	2	False	0		False	0
